srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Prediction
3063850,AN,7,500004,233,233,131,A,ADLD,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,10.009658158143113
2886273,AN,17,800001,233,233,131,A,ADLD,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,11.774210674146824
3019633,AJ,25,560037,233,233,131,A,ADLD,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,10.524059698183875
3054023,C,5,380009,233,233,228,A,ADLD,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,10.767058776279166
2883881,C,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,12.241283992845794
2945175,AN,21,110015,233,233,131,B,ADLD,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,11.908162433321126
2921054,AN,21,110015,233,233,131,B,ADLD,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,14.421435757014153
2830791,AN,7,500004,233,233,131,C,ADLD,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,14.366732764786061
2951098,Y,12,302006,233,233,131,B,ADLD,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,15.868585591030724
3025629,AN,7,500004,233,233,131,A,ADLD,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,11.187764821603913
3058004,AN,21,110015,308,233,131,A,ADLD,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,8.484247830181353
2894422,AN,3,560011,233,245,131,A,ADLD,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,11.640178470562352
2901320,C,3,560011,233,245,131,A,ADLD,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,12.52593284508388
2843754,AF,1,400059,233,233,131,A,ADLD,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,14.143448928223423
2843203,AJ,1,400059,233,233,228,A,ADLD,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,12.714700388601488
2859463,AM,2,110018,233,233,131,A,ADLD,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,20.73629506511368
2886084,AE,1,400059,233,233,131,A,ADLD,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,16.468821554217886
2866387,AN,21,110015,233,233,131,B,ADLD,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,13.525098571294436
2907324,AN,21,110015,233,233,131,A,ADLD,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,11.941652446333626
2889057,AN,6,160059,233,233,131,B,ADLD,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,12.45922397012935
2933663,C,2,110018,308,233,228,A,ADLD,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,17.367633096412206
2973581,AN,22,400104,233,233,131,A,ADLD,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,12.400855515071209
3029501,AJ,27,110034,233,233,228,B,ADLD,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,13.853312024818432
2899996,AJ,3,560011,233,245,131,A,ADLD,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,11.009159443881693
2855179,C,2,110018,233,233,131,A,ADLD,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,17.437451388352077
3030476,AN,7,500004,233,233,131,B,ADLD,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,13.115254549477978
2938992,AN,21,110015,233,233,131,C,ADLD,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,12.153467788591986
3073790,AN,21,110015,233,233,131,A,ADLD,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,7.88573791613572
2900218,AN,21,110015,201,233,131,D,ADLD,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,13.90636366371584
2930437,AN,21,110015,233,233,131,B,ADLD,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,11.824459573780773
3023784,AJ,27,110034,233,233,228,A,ADLD,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,13.642052096029706
2860965,AJ,2,110018,233,233,228,B,ADLD,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,15.101646989322255
2928767,AN,21,110015,233,245,131,A,ADLD,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,10.106508664177037
2840328,C,2,110018,233,233,131,A,ADLD,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,16.586604726220003
2821067,AI,12,302006,233,233,131,B,ADLD,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,15.06514952306399
2850925,AJ,6,160059,233,233,228,C,ADLD,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,12.557138010889464
2867878,AN,17,800001,233,233,131,B,ADLD,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,15.000930332835557
3058072,AD,3,560011,233,245,228,A,ADLD,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,12.472456101641535
2824553,AJ,3,560011,233,233,228,A,ADLD,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,11.573036038290285
2969868,AN,21,110015,233,233,131,A,ADLD,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,9.917622654048698
2958112,AN,21,110015,233,233,131,A,ADLD,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,10.178670381436156
2873570,AJ,7,500004,233,233,228,A,ADLD,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,11.910092617881416
2975939,C,2,110018,233,233,131,A,ADLD,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,11.706466859973617
2953045,AN,22,400104,233,233,131,A,ADLD,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,12.500128859069555
3001266,AJ,6,160059,233,233,131,B,ADLD,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,13.64880253496511
3003981,AN,17,800001,233,233,131,C,ADLD,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,15.17851814261395
3060416,AN,22,400104,233,233,131,A,ADLD,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,10.118568197884008
3043846,C,2,110018,233,233,228,A,ADLD,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,14.21289372857387
3047010,AN,26,560066,233,233,131,A,ADLD,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,9.138591855522591
3007440,AN,22,400104,233,233,131,A,ADLD,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,10.586818256524406
2822700,AN,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,11.064320654157113
2822700,AA,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,11.55568780893755
2949641,AN,21,110015,201,233,131,0,ADLD,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,17.148727489685026
3012071,AA,7,500004,233,233,228,A,ADLD,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,11.946064945697692
3085603,AN,7,500004,233,233,131,A,ADLD,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,10.233323020450637
2836788,AN,21,110015,233,233,131,B,ADLD,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,11.348632550011851
3048394,AN,22,400104,233,233,131,B,ADLD,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,12.891394357619705
2944456,AN,4,600024,233,233,131,A,ADLD,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,11.031422616417872
3059906,AI,23,400001,233,233,131,B,ADLD,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,13.386361087603285
3047377,AN,26,560066,233,233,228,A,ADLD,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,9.08067559571248
3083483,AN,17,800001,233,233,131,A,ADLD,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,9.224261115156311
2854424,AN,22,400104,233,245,131,B,ADLD,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,14.552384577969951
2865597,AN,22,400104,233,233,131,B,ADLD,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,14.724973644025743
2919883,AN,7,500004,233,233,131,A,ADLD,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,12.278138722382858
2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,13.483427899011057
2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,13.483427899011057
2833279,AJ,8,700064,233,233,131,A,ADLD,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,12.366524412952424
2897790,C,2,110018,233,233,228,A,ADLD,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,16.375451904229752
3014467,AJ,17,800001,201,233,131,D,ADLD,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,19.78996075377068
3046243,AJ,23,400001,233,233,131,A,ADLD,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,10.394337570118454
2983287,AI,12,302006,233,233,131,B,ADLD,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,15.89387354544559
2822733,AD,2,110018,233,233,228,A,ADLD,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,16.77685673259544
2831678,AN,3,560011,233,233,131,A,ADLD,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,11.574635720843805
2841076,AN,21,110015,233,233,131,A,ADLD,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,11.936578057356593
2839341,AJ,5,380009,233,233,131,A,ADLD,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,12.881682497927473
2879653,AN,2,110018,233,233,131,A,ADLD,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,16.99001559449574
2854025,AJ,6,160059,233,233,131,C,ADLD,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,12.93309064417354
2928931,AJ,2,110018,233,233,131,A,ADLD,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,15.906921761261952
2928756,AN,8,700064,201,233,131,0,ADLD,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,16.373984287050565
2949050,AJ,7,500004,233,233,228,A,ADLD,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,11.946064945697692
2930141,AA,24,110092,233,233,228,A,ADLD,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,15.079166572334607
2951962,AJ,10,226010,233,233,228,B,ADLD,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,14.546816703913354
2941785,C,12,302006,233,233,228,A,ADLD,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,13.105273771613017
2953241,AJ,2,110018,233,233,228,A,ADLD,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,19.218006967379946
3000314,AJ,2,110018,233,233,228,A,ADLD,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,15.167770780462634
3035314,C,12,302006,233,233,131,A,ADLD,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,12.263926777057575
3039486,AN,8,700064,0,233,131,B,ADLD,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,12.852116599856986
3039486,AN,8,700064,233,233,131,B,ADLD,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,13.16876133211339
3079909,AJ,23,400001,233,233,131,C,ADLD,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,14.195455098113586
3063578,AJ,27,110034,0,233,131,A,ADLD,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,10.923655354014404
3063578,AJ,27,110034,233,233,131,A,ADLD,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,12.230293194365
2990169,AJ,10,226010,233,233,131,B,ADLD,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,15.406407352388792
2897728,AB,1,400059,233,233,228,A,ADLD,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,13.379027410972121
2985794,AJ,6,160059,233,233,131,C,ADLD,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,14.065861628035385
2965604,Y,10,226010,233,233,131,B,ADLD,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,15.433433331953706
2950459,AN,7,500004,233,233,131,A,ADLD,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,12.278138722382858
2994724,AJ,23,400001,233,233,131,B,ADLD,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,15.703470706350203
3007626,AJ,23,400001,233,233,131,B,ADLD,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,15.81837055225372
2825840,AN,4,600024,233,233,228,A,ADLD,600014,2018-01-10,2017-12-30,2018-01-31,4490,2018-02-03,10.569559331605024
2891390,C,12,302006,233,233,131,B,ADLD,342001,2017-04-18,2017-04-14,2018-02-20,4453,2018-02-24,15.39356848627425
3013538,AN,21,110015,233,233,131,B,ADLD,313001,2018-01-19,2017-05-26,2018-03-24,4580,2018-03-27,14.575752705733196
2841088,AN,7,500004,233,233,131,A,ADLD,500072,2017-06-03,2017-06-02,2018-02-05,4403,2018-02-09,12.18113620977979
2900538,S,7,500004,233,233,228,A,ADLD,500072,2018-01-23,2017-09-08,2018-02-23,4479,2018-02-26,11.495388136453009
3045160,AE,17,800001,233,233,131,A,ADLD,800020,2017-07-17,2017-07-03,2018-04-01,4370,2018-04-04,8.709545610348952
3045160,AJ,17,800001,233,233,131,A,ADLD,800020,2017-07-17,2017-07-14,2018-04-01,4370,2018-04-04,8.709545610348952
3089818,AN,7,500004,233,233,131,A,ADLD,500072,2017-04-19,2017-04-18,2018-04-17,4403,2018-04-19,10.009658158143113
2832781,AJ,9,411016,233,233,131,A,ADLD,411028,2017-04-18,2018-03-26,2018-02-02,4021,2018-02-06,11.771703858029442
2847689,S,2,110018,233,233,228,A,ADLD,110029,2017-05-19,2017-06-16,2018-02-07,4150,2018-02-12,15.810847986627742
2842951,AN,7,500004,233,233,131,A,ADLD,500037,2016-07-23,2016-07-23,2018-02-06,4403,2018-02-13,12.18113620977979
2862975,AN,7,500004,233,233,131,C,ADLD,505001,2017-05-29,2017-05-26,2018-02-12,4403,2018-02-17,14.235187206954247
2833133,AN,22,400104,233,233,131,C,ADLD,363351,2017-06-24,2017-06-22,2018-02-02,4581,2018-02-07,14.736673888517041
2885025,AA,7,500004,233,233,131,B,ADLD,520013,2017-12-26,2017-12-26,2018-02-19,4479,2018-02-23,14.363390798511238
2922494,AN,22,400104,233,233,131,A,ADLD,400013,2017-07-23,2017-07-20,2018-02-28,4581,2018-03-04,12.649914940758174
2906583,AN,22,400104,233,233,131,C,ADLD,425201,2017-12-01,2017-11-30,2018-02-25,4581,2018-03-01,15.715074164233622
2898052,AJ,2,110018,233,233,228,A,ADLD,110025,2018-02-20,2018-02-15,2018-02-22,4388,2018-03-08,15.50038589129384
2941800,AN,26,560066,233,233,131,0,ADLD,0,2017-04-08,2017-04-02,2018-03-05,5001,2018-03-22,12.539367291885988
2897824,C,6,160059,233,233,131,B,ADLD,134109,2017-09-29,2017-09-29,2018-02-22,4549,2018-03-18,12.715335897789778
3015248,C,2,110018,233,233,228,A,ADLD,110090,2017-08-13,2016-10-30,2018-03-24,4550,2018-03-26,10.917958417759289
3041559,AJ,23,400001,233,233,131,A,ADLD,411014,2017-12-23,2017-12-23,2018-03-31,4398,2018-04-03,10.986173629735667
3045753,AN,22,400104,233,233,131,A,ADLD,400607,2017-06-26,2016-08-23,2018-04-02,4581,2018-04-06,10.118568197884008
3065592,AJ,27,110034,233,233,228,A,ADLD,201304,2018-02-12,2017-05-05,2018-04-08,4388,2018-04-09,12.68073588492881
3016942,AJ,27,110034,233,245,228,A,ADLD,110018,2018-01-30,2018-01-29,2018-03-25,4388,2018-04-10,14.703296518412506
2861733,AN,8,700064,233,233,131,A,ADLD,700034,2017-03-14,2017-03-10,2018-02-12,4508,2018-02-21,10.739397754961097
3067719,C,6,160059,233,233,228,B,ADLD,147001,2018-03-04,2018-03-04,2018-04-09,4549,2018-04-11,10.76937459068072
2970742,AJ,2,110018,233,233,131,C,ADLD,263153,2017-08-05,2017-07-31,2018-03-12,4388,2018-03-13,15.275157459551888
3082608,AJ,23,400001,233,233,131,A,ADLD,400092,2017-05-02,2017-05-02,2018-04-13,4398,2018-04-19,10.394337570118454
2939051,C,2,110018,233,233,228,B,ADLD,181152,2017-07-05,2017-03-15,2018-03-04,4550,2018-03-08,14.740003106274054
2974278,AI,6,160059,233,233,131,C,ADLD,141010,2017-10-21,2017-10-20,2018-03-13,4437,2018-03-17,14.065861628035385
3021778,AJ,23,400001,308,233,131,A,ADLD,400610,2017-05-09,2016-06-13,2018-03-26,4398,2018-04-05,10.711078121721258
2858256,AN,6,160059,233,233,131,B,ADLD,160101,2018-01-15,2016-05-20,2018-02-10,4673,2018-02-13,11.45011638833875
2908406,C,2,110018,233,233,131,B,ADLD,132103,2017-03-21,2017-03-15,2018-02-26,4094,2018-03-06,17.407763438522604
3040724,AN,26,560066,233,233,228,A,ADLD,560008,2017-06-05,2017-05-08,2018-03-31,5001,2018-04-10,8.856396864637794
2938657,AJ,7,500004,233,0,228,A,ADLD,500072,2017-05-14,2017-05-13,2018-03-04,4474,2018-03-09,12.162090363600296
2954193,C,2,110018,233,233,131,A,ADLD,122001,2018-01-24,2016-10-07,2018-03-08,4550,2018-03-11,12.076577778303694
2819316,AJ,3,560011,233,233,228,A,ADLD,560001,2017-08-16,2015-12-11,2018-01-30,4460,2018-02-06,10.693922886289979
2861404,AI,8,700064,233,233,131,A,ADLD,700157,2017-11-21,2017-11-21,2018-02-11,4499,2018-02-14,12.45781325690075
2862698,AN,22,400104,233,233,131,A,ADLD,400607,2017-06-30,2017-06-28,2018-02-12,4581,2018-02-16,12.347476851895115
2886093,AJ,1,400059,233,233,228,A,ADLD,400604,2018-01-07,2017-08-02,2018-02-19,4398,2018-02-24,12.39699841977615
2874172,AJ,2,110018,233,233,131,A,ADLD,110092,2018-01-13,2017-10-17,2018-02-15,4388,2018-02-19,15.991449543024375
2901210,AN,2,110018,233,233,131,A,ADLD,110009,2017-06-13,2017-06-12,2018-02-23,4147,2018-02-27,17.30771756332108
2941044,S,24,110092,233,233,131,A,ADLD,400055,2017-08-22,2017-08-18,2018-03-05,4150,2018-03-10,14.02748807371588
2971642,AJ,12,302006,233,233,131,A,ADLD,302029,2018-01-10,2018-01-10,2018-03-12,4407,2018-03-15,13.711320985279404
2953269,AN,22,400104,233,233,131,B,ADLD,452003,2018-02-03,2017-12-03,2018-03-07,4581,2018-03-13,15.55986424640481
2884506,AJ,2,110018,233,233,131,A,ADLD,110088,2017-05-10,2016-11-01,2018-02-19,4388,2018-03-13,15.795172348261188
2982503,AA,24,110092,233,233,228,B,ADLD,144001,2017-07-31,2017-06-13,2018-03-15,4150,2018-03-17,15.200048617703303
2977410,AI,9,411016,233,233,131,C,ADLD,496001,2017-10-04,2017-10-03,2018-03-13,4021,2018-03-17,16.749869180423037
2987358,AI,7,500004,233,233,131,A,ADLD,500060,2017-11-20,2017-11-20,2018-03-16,4474,2018-03-26,12.519354445529878
3001322,AN,7,500004,233,233,131,B,ADLD,530004,2017-10-17,2017-10-16,2018-03-20,4403,2018-04-01,13.375440288679506
3012946,AJ,27,110034,0,233,131,0,ADLD,247663,2018-03-07,2017-07-31,2018-03-24,4388,2018-03-28,15.682407011725882
3012946,AJ,27,110034,201,233,131,0,ADLD,247663,2018-03-07,2017-07-31,2018-03-24,4388,2018-03-28,18.62286518388493
3033841,AN,22,400104,233,233,131,B,ADLD,403707,2018-01-02,2017-12-29,2018-03-29,4581,2018-04-03,13.021190068864154
3047008,AN,21,110015,201,233,131,0,ADLD,250619,2017-11-24,2017-11-14,2018-04-02,4580,2018-04-10,13.105869021747761
2975719,C,6,160059,233,233,131,B,ADLD,140413,2016-12-15,2016-12-14,2018-03-13,4549,2018-03-15,12.951769695931906
2859658,AN,22,400104,233,233,131,B,ADLD,390012,2017-07-17,2017-07-14,2018-02-10,4581,2018-02-13,14.375058984368664
2885491,AN,22,400104,233,233,131,A,ADLD,380051,2016-08-18,2016-08-16,2018-02-19,4581,2018-03-06,12.969800036450913
2972179,AN,22,400104,233,233,131,A,ADLD,411038,2017-05-29,2017-05-27,2018-03-12,4581,2018-03-25,12.500128859069555
3036970,C,3,560011,233,245,228,A,ADLD,560029,2017-07-27,2016-07-24,2018-03-29,4469,2018-04-03,11.129707543668676
2827007,C,3,560011,233,233,228,A,ADLD,560037,2017-12-16,2016-04-02,2018-02-01,4461,2018-02-05,12.191534658379895
2984011,C,7,500004,233,233,228,A,ADLD,500008,2017-10-23,2017-10-22,2018-03-15,4477,2018-03-18,11.993795477421768
3055830,AN,8,700064,233,233,131,B,ADLD,711302,2017-07-25,2017-07-23,2018-04-05,4508,2018-04-11,11.490349371046115
2819033,AD,2,110018,233,233,131,A,ADLD,201301,2017-02-07,2017-01-29,2018-01-30,4148,2018-02-01,16.555426546410793
2819124,AN,2,110018,233,233,131,0,ADLD,0,2017-09-12,2017-08-26,2018-01-30,4388,2018-02-01,15.03097123385951
2819124,AJ,2,110018,233,233,131,0,ADLD,0,2017-09-12,2016-07-24,2018-01-30,4388,2018-02-01,15.03097123385951
2859298,AI,5,380009,233,233,131,B,ADLD,394220,2017-10-05,2017-10-04,2018-02-10,4422,2018-02-17,14.439607543157573
2920942,AJ,2,110018,233,233,228,B,ADLD,248001,2018-01-31,2017-05-14,2018-02-27,4388,2018-03-04,14.802870486675506
2953901,AN,7,500004,233,233,131,A,ADLD,500075,2017-07-10,2017-07-07,2018-03-08,4403,2018-03-12,12.278138722382858
2904675,AI,12,302006,233,233,131,A,ADLD,302021,2017-10-16,2017-10-15,2018-02-24,4407,2018-03-10,13.385285232677054
2939538,C,5,380009,233,233,131,B,ADLD,395001,2017-12-05,2017-11-23,2018-03-05,4546,2018-03-14,15.32702559663143
2972359,AI,8,700064,233,233,131,B,ADLD,700124,2017-11-14,2017-11-13,2018-03-12,4499,2018-03-14,14.985778572302825
2960154,AN,22,400104,233,233,131,A,ADLD,411014,2017-10-10,2017-10-04,2018-03-09,4581,2018-03-12,12.583831718609908
2970928,C,7,500004,233,233,228,B,ADLD,530022,2018-02-12,2017-06-12,2018-03-12,4477,2018-03-15,14.567952214861219
2940240,C,6,160059,233,233,131,B,ADLD,140603,2017-05-25,2017-05-19,2018-03-05,4549,2018-03-28,12.769089147767232
3009285,AD,1,400059,308,233,131,A,ADLD,400071,2017-09-25,2017-10-09,2018-03-22,4011,2018-04-02,16.265046120164804
2981636,AN,21,110015,233,233,131,B,ADLD,251001,2017-06-24,2017-06-23,2018-03-15,4580,2018-03-31,14.29789048383784
2938081,AN,26,560066,233,233,131,A,ADLD,600037,2017-06-14,2017-05-23,2018-03-03,5001,2018-03-31,11.081198056153895
3009470,C,6,160059,233,233,228,C,ADLD,144415,2017-12-08,2016-12-11,2018-03-23,4549,2018-03-29,12.614579903424072
3031799,G,1,400059,233,233,131,A,ADLD,411044,2017-07-07,2017-07-07,2018-03-28,4011,2018-04-03,16.094927487172743
3037986,C,3,560011,233,233,228,A,ADLD,560093,2018-01-27,2016-10-12,2018-03-30,4469,2018-04-09,11.344843989271771
3082206,AN,26,560066,233,233,131,A,ADLD,603103,2017-05-30,2017-05-29,2018-04-13,5001,2018-04-18,9.138591855522591
3025956,AE,2,110018,233,245,131,A,ADLD,110009,2017-11-11,2017-11-10,2018-03-27,4093,2018-04-02,16.486229621592493
3039813,C,3,560011,308,245,131,A,ADLD,560066,2017-02-25,2017-02-25,2018-03-30,4461,2018-04-06,12.889677560534762
2827720,AD,2,110018,201,201,228,0,ADLD,201016,2017-08-26,2017-08-24,2018-02-01,4148,2018-02-03,25.364285001235803
2939130,C,10,226010,201,201,228,0,ADLD,225001,2018-01-11,2018-01-02,2018-03-04,4547,2018-03-10,20.080485334215464
2957487,AM,2,110018,233,233,131,A,ADLD,110052,2017-10-23,2017-10-19,2018-03-08,4092,2018-03-13,17.099912845571925
2944876,C,2,110018,308,233,131,A,ADLD,110013,2017-10-25,2017-04-14,2018-03-06,4091,2018-03-20,17.57878591840246
3027808,AN,21,110015,201,233,131,D,ADLD,140118,2017-09-13,2017-09-09,2018-03-27,4580,2018-04-05,11.230314670853286
3060403,G,1,400059,233,233,131,A,ADLD,711102,2017-08-18,2017-08-14,2018-04-06,4011,2018-04-09,19.441589366430573
2891642,AM,2,110018,233,233,228,A,ADLD,110043,2018-01-20,2018-01-19,2018-02-20,4092,2018-02-23,16.318944444998124
2840556,AH,1,400059,233,233,131,B,ADLD,422001,2017-02-19,2017-02-17,2018-02-05,4016,2018-02-08,19.271540544627364
2888510,AA,24,110092,233,233,131,A,ADLD,201310,2017-05-10,2017-05-04,2018-02-20,4150,2018-03-07,15.140791936705842
2950418,AI,8,700064,233,233,131,C,ADLD,754021,2017-12-13,2017-12-13,2018-03-07,4499,2018-03-16,15.98261093273787
2948355,AJ,3,560011,308,233,228,A,ADLD,560085,2017-08-29,2017-06-26,2018-03-07,4460,2018-03-21,11.27259115591915
2847862,AN,9,411016,233,233,131,A,ADLD,411016,2017-02-17,2017-02-16,2018-02-07,4581,2018-02-09,11.549718433079093
2885111,AN,21,110015,233,233,131,A,ADLD,110080,2017-11-17,2017-11-11,2018-02-19,4580,2018-02-28,10.307476129752553
2963951,AN,7,500004,233,233,131,A,ADLD,501506,2017-12-10,2017-12-06,2018-03-10,4403,2018-03-20,12.409684280214671
2948695,AN,21,110015,201,233,131,0,ADLD,228001,2017-07-17,2017-06-07,2018-03-07,4393,2018-03-22,17.394962724049
2971659,AJ,25,560037,233,245,131,A,ADLD,560029,2016-12-07,2016-12-06,2018-03-12,4460,2018-03-14,10.681276415934448
2857319,AJ,8,700064,233,233,131,A,ADLD,700014,2017-05-23,2017-05-22,2018-02-09,4499,2018-02-13,12.048822444127087
2904408,AN,3,560011,233,233,131,A,ADLD,560043,2017-07-21,2017-07-21,2018-02-24,4467,2018-02-26,11.892337689669144
3014307,AN,8,700064,233,233,131,A,ADLD,700007,2017-05-18,2017-05-17,2018-03-24,4508,2018-04-02,10.646196305902519
3071682,AN,21,110015,308,245,131,A,ADLD,110087,2017-07-28,2017-07-27,2018-04-10,4580,2018-04-16,7.598166339118897
2860838,AD,2,110018,233,233,228,A,ADLD,201010,2017-09-06,2017-09-04,2018-02-11,4148,2018-02-14,15.942669011322009
2868028,AJ,7,500004,233,233,131,A,ADLD,500003,2017-06-13,2017-06-11,2018-02-14,4474,2018-02-20,12.290806375094997
2939967,AN,3,560011,233,233,131,A,ADLD,560103,2017-07-10,2017-06-17,2018-03-05,4467,2018-03-07,12.147202064929097
2926852,AJ,2,110018,233,233,131,A,ADLD,110044,2018-01-29,2018-01-25,2018-03-01,4388,2018-03-03,16.523303524146275
2904557,AN,7,500004,233,233,131,C,ADLD,504001,2017-04-17,2017-04-12,2018-02-24,4403,2018-03-12,15.116623614290807
2951287,AN,21,110015,233,233,131,C,ADLD,784001,2017-08-03,2017-07-28,2018-03-07,4580,2018-03-13,16.585070746531432
